Date,Open
10/09/2021,3581.15
10/08/2021,3574.74
10/07/2021,3519.74
10/06/2021,3488.36
10/05/2021,3388.16
10/04/2021,3336.43
10/03/2021,3402.49
10/02/2021,3291.54
10/01/2021,3023.66
09/30/2021,3026.78
09/29/2021,2893.27
09/28/2021,2947.16
09/27/2021,2820.58
09/26/2021,2865.22
09/25/2021,2913.12
09/24/2021,3075.29
09/23/2021,3117.77
09/22/2021,2869.13
09/21/2021,2999.06
09/20/2021,3192.78
09/19/2021,3412.51
09/18/2021,3451.21
09/17/2021,3586.93
09/16/2021,3543.74
09/15/2021,3400.96
09/14/2021,3293.40
09/13/2021,3271.87
09/12/2021,3323.12
09/11/2021,3236.68
09/10/2021,3465.67
09/09/2021,3471.94
09/08/2021,3429.40
09/07/2021,3913.94
09/06/2021,3904.17
09/05/2021,3933.70
09/04/2021,3917.73
09/03/2021,3806.80
09/02/2021,3765.38
09/01/2021,3441.27
08/31/2021,3237.78
08/30/2021,3161.72
08/29/2021,3180.10
08/28/2021,3244.90
08/27/2021,3093.60
08/26/2021,3098.74
08/25/2021,3175.85
08/24/2021,3324.16
08/23/2021,3339.98
08/22/2021,3226.66
08/21/2021,3276.93
08/20/2021,3217.77
08/19/2021,2970.04
08/18/2021,3041.04
08/17/2021,3192.70
08/16/2021,3261.32
08/15/2021,3247.66
08/14/2021,3295.37
08/13/2021,3094.71
08/12/2021,3211.57
08/11/2021,3159.12
08/10/2021,3115.36
08/09/2021,2948.39
08/08/2021,3119.86
08/07/2021,2936.51
08/06/2021,2761.73
08/05/2021,2712.30
08/04/2021,2484.90
08/03/2021,2532.75
08/02/2021,2561.30
08/01/2021,2615.99
07/31/2021,2463.26
07/30/2021,2423.46
07/29/2021,2278.45
07/28/2021,2300.70
07/27/2021,2166.27
07/26/2021,2302.93
07/25/2021,2151.85
07/24/2021,2063.80
07/23/2021,2064.69
07/22/2021,1963.31
07/21/2021,1793.90
07/20/2021,1750.25
07/19/2021,1887.26
07/18/2021,1981.38
07/17/2021,1867.04
07/16/2021,1950.80
07/15/2021,1980.20
07/14/2021,1884.94
07/13/2021,2029.52
07/12/2021,2164.62
07/11/2021,2088.69
07/10/2021,2133.62
07/09/2021,2117.86
07/08/2021,2254.97
07/07/2021,2339.09
07/06/2021,2236.97
07/05/2021,2265.22
07/04/2021,2224.70
07/03/2021,2101.99
07/02/2021,2041.94
07/01/2021,2185.82
06/30/2021,2124.71
06/29/2021,2103.95
06/28/2021,1966.79
06/27/2021,1882.78
06/26/2021,1820.25
06/25/2021,1997.54
06/24/2021,1907.23
06/23/2021,2013.39
06/22/2021,1976.78
06/21/2021,2156.65
06/20/2021,2182.50
06/19/2021,2188.41
06/18/2021,2341.96
06/17/2021,2434.33
06/16/2021,2522.01
06/15/2021,2586.46
06/14/2021,2478.38
06/13/2021,2336.40
06/12/2021,2302.03
06/11/2021,2465.16
06/10/2021,2579.14
06/09/2021,2455.25
06/08/2021,2490.48
06/07/2021,2766.91
06/06/2021,2674.69
06/05/2021,2761.48
06/04/2021,2732.62
06/03/2021,2696.48
06/02/2021,2594.12
06/01/2021,2643.91
05/31/2021,2308.45
05/30/2021,2295.86
05/29/2021,2512.21
05/28/2021,2728.32
05/27/2021,2676.63
05/26/2021,2842.80
05/25/2021,2585.19
05/24/2021,2139.96
05/23/2021,2319.79
05/22/2021,2330.99
05/21/2021,2791.47
05/20/2021,2474.48
05/19/2021,3094.68
05/18/2021,3380.61
05/17/2021,3254.53
05/16/2021,3825.20
05/15/2021,4027.17
05/14/2021,3781.41
05/13/2021,3938.29
05/12/2021,4337.93
05/11/2021,3855.65
05/10/2021,4051.53
05/09/2021,3879.14
05/08/2021,3531.95
05/07/2021,3423.71
05/06/2021,3471.50
05/05/2021,3310.14
05/04/2021,3237.69
05/03/2021,3053.38
05/02/2021,2949.71
05/01/2021,2838.94
04/30/2021,2742.91
04/29/2021,2694.76
04/28/2021,2628.81
04/27/2021,2494.61
04/26/2021,2453.65
04/25/2021,2189.26
04/24/2021,2296.72
04/23/2021,2281.49
04/22/2021,2385.58
04/21/2021,2290.15
04/20/2021,2102.52
04/19/2021,2265.71
04/18/2021,2163.45
04/17/2021,2486.24
04/16/2021,2495.66
04/15/2021,2475.60
04/14/2021,2346.87
04/13/2021,2163.35
04/12/2021,2149.20
04/11/2021,2145.41
04/10/2021,2143.20
04/09/2021,2072.65
04/08/2021,1997.74
04/07/2021,2104.49
04/06/2021,2114.96
04/05/2021,2029.49
04/04/2021,2016.56
04/03/2021,2092.44
04/02/2021,1995.40
04/01/2021,1925.82
03/31/2021,1839.94
03/30/2021,1793.72
03/29/2021,1694.60
03/28/2021,1706.73
03/27/2021,1696.01
03/26/2021,1612.97
03/25/2021,1570.57
03/24/2021,1679.82
03/23/2021,1700.94
03/22/2021,1783.57
03/21/2021,1786.73
03/20/2021,1833.17
03/19/2021,1779.84
03/18/2021,1834.11
03/17/2021,1766.07
03/16/2021,1749.34
03/15/2021,1883.93
03/14/2021,1911.09
03/13/2021,1771.54
03/12/2021,1804.91
03/11/2021,1800.28
03/10/2021,1793.22
03/09/2021,1836.52
03/08/2021,1728.08
03/07/2021,1658.18
03/06/2021,1529.67
03/05/2021,1467.96
03/04/2021,1536.46
03/03/2021,1540.21
03/02/2021,1576.03
03/01/2021,1440.72
02/28/2021,1368.40
02/27/2021,1502.21
02/26/2021,1503.15
02/25/2021,1589.77
02/24/2021,1643.15
02/23/2021,1632.56
02/22/2021,1864.79
02/21/2021,1944.76
02/20/2021,2021.73
02/19/2021,1903.83
02/18/2021,1901.06
02/17/2021,1738.69
02/16/2021,1812.81
02/15/2021,1722.58
02/14/2021,1815.38
02/13/2021,1863.10
02/12/2021,1750.21
02/11/2021,1722.42
02/10/2021,1787.50
02/09/2021,1735.72
02/08/2021,1618.84
02/07/2021,1606.98
02/06/2021,1672.02
02/05/2021,1635.47
02/04/2021,1661.46
02/03/2021,1552.97
02/02/2021,1381.14
02/01/2021,1315.29
01/31/2021,1361.22
01/30/2021,1343.06
01/29/2021,1306.37
01/28/2021,1283.04
01/27/2021,1311.55
01/26/2021,1341.04
01/25/2021,1423.20
01/24/2021,1320.61
01/23/2021,1248.22
01/22/2021,1158.45
01/21/2021,1288.75
01/20/2021,1357.10
01/19/2021,1305.16
01/18/2021,1202.37
01/17/2021,1224.31
01/16/2021,1181.16
01/15/2021,1208.32
01/14/2021,1108.45
01/13/2021,1024.10
01/12/2021,1097.37
01/11/2021,1118.53
01/10/2021,1318.94
01/09/2021,1220.04
01/08/2021,1169.55
01/07/2021,1210.66
01/06/2021,1116.23
01/05/2021,1004.08
01/04/2021,1027.21
